target_id	cov_mean_sample_0314	cov_mean_sample_0322	cov_mean_sample_0328	cov_mean_sample_0403	cov_mean_sample_0416	cov_mean_sample_0419	cov_mean_sample_0423	cov_mean_sample_0507	cov_mean_sample_0516	cov_mean_sample_0521	cov_mean_sample_0531	cov_mean_sample_0604	cov_mean_sample_0613	cov_mean_sample_0619	cov_mean_sample_0628	cov_mean_sample_0705	cov_mean_sample_0709	cov_mean_sample_0717	cov_mean_sample_0802	cov_mean_sample_0806	cov_mean_sample_0813	cov_mean_sample_0820	cov_mean_sample_0823	cov_mean_sample_0828	cov_mean_sample_0903	cov_mean_sample_0910	cov_mean_sample_0920	cov_mean_sample_0924	cov_mean_sample_1001	cov_mean_sample_1004	cov_mean_sample_1015	cov_mean_sample_1022	cov_mean_sample_1028	cov_mean_sample_1105	cov_mean_sample_1123	cov_mean_sample_1128	cov_mean_sample_1220
OTU_560	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.882972	0.000000	0.000000	0.000000	0.000000	0.473934	0.000000	0.000000	0.000000	0.000000	0.000000	0.794810
OTU_562	0.000000	0.000000	0.000000	0.000000	0.000000	0.004664		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.464183	0.000000	0.000000	0.000000	0.000000	0.004402	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_563	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.551081	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_564	0.471698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.486472	0.000000	0.000000	0.000000	0.000000	1.600797	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.471698	0.471698
OTU_565	0.000000	0.373134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.259055
OTU_566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.244526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.170999	0.000000	0.000000	0.749607	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.303635
OTU_568	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.182948	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223379	0.000000
OTU_569	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_570	1.167836	11.804577	5.249254	0.000000	5.542040	1.852582		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.812488	0.000000	0.000000	0.000000	0.000000	0.670806	0.000000	0.000000	0.000000	0.000000	8.881393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.138512
OTU_571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.127864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.238585	0.000000	0.000000	0.000000	0.000000	0.000000	0.126618
OTU_572	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004229	0.004395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.718441
OTU_573	0.000000	1.492537	0.000000	0.000000	0.001228	0.746269	0.000000	0.000000	0.248756	0.000000	0.000000	0.000000	0.000000	0.779134	0.000000	0.000000	0.000000	0.000000	0.000000	0.310540	0.587343	0.000000	0.732343	0.000000	0.000000	0.000000	0.507627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004874	0.000000	0.000000	0.000000
OTU_574	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.527915	0.000000	0.000000	0.000000	0.000000	0.662687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_575	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134743	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.884950
OTU_576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_577	0.000000	0.000000	0.000000	0.977995	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.700601	0.837085	0.000000	0.858587	3.985042	0.000000	0.000000	0.001694	0.300646	0.000000	2.531366	0.000000	0.000000	1.222634	8.819718	3.829643	1.825272	3.164911	1.480263	2.477854	0.000000	3.139714	0.469484	0.944925	1.771742
OTU_578	0.000000	0.910304	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.974370	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_579	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.613085	0.000000	0.000000	0.000000	0.000000	0.000000	0.010486
OTU_580	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.493827	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_581	3.105791	5.553507	0.000000	1.076209	2.893981	2.898351		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.474924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.265299	0.000000	0.000000	10.715545	1.066355	0.560882	0.947867	0.000000	4.478673	1.522483	0.000000	3.190379	0.004422	4.157052	8.797488
OTU_582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.165837	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.165837	0.000000	0.012185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.558552
OTU_584	0.000000	1.265957	0.050967	0.000000	1.043261	0.000000		0.000000	0.000000	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.075768	0.000000	0.542692	0.000000	0.000000	0.000000	0.000000	0.000000	1.613682	0.000000	0.000000	1.755953
OTU_585	0.000000	0.054261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.372870	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.477714	0.000000	0.000000	0.000000
OTU_586	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.771901	0.000000	0.000000	0.496278	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_587	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_589	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.109809	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111299	0.000000	0.000000	0.000000	0.473934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.159463
OTU_590	0.000000	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	0.000000	0.000000	0.000000	0.248756	0.000000	0.000000	0.270382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004866	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.278388
OTU_591	0.000000	1.186507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.710900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.710900	0.000000	0.000000	0.000000	0.058253	0.236967	0.000000	0.000000	0.000000	0.000000	0.000000	0.476626	0.000000	0.000000	0.000000
OTU_592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.236967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.495161	0.000000	0.000000	0.236967	0.000000	0.236967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_593	0.000000	2.765883	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.911944	0.000000	2.870295	0.754623	0.000000	0.000000	0.000000	1.540281	0.000000	1.180576	1.327274
OTU_594	0.000000	0.000000	0.000000	0.000000	0.001228	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.174687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_595	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.577882	0.158415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.135419	0.000000	0.000000	0.000000	0.000000	0.000000	4.150936	0.000000	4.710985	3.940887	0.851571	0.000000	0.144347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098142	0.866054
OTU_596	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_598	0.000000	0.480673	0.000000	0.952460	0.000000	0.948474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.509479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.524502	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.783085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.547881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.098592
OTU_600	2.463054	22.660099	21.674877	39.408867	6.896552	9.359606	2.463054	16.203202	4.926108	0.000000	17.733990	4.926108	24.137931	49.700000	1.477833	3.940887	3.448276	0.000000	1.970443	4.926108	1.477833	9.311921	8.866995	0.000000	0.000000	90.147783	54.187192	13.793103	16.256158	3.940887	7.881773	2.463054	14.285714	2.463054	0.492611	0.492611	0.000000
OTU_601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.715317	0.000000	0.000000	1.485149	1.485149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_602	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.652748	0.000000	0.000000	0.000000	0.000000	0.365913	0.000000	0.000000	0.000000	0.652522	0.000000	0.000000	0.000000	0.763962	0.602955	0.000000	0.000000	0.000000	0.000000	0.000000	1.354828	0.000000	0.000000	0.000000	0.535092	0.000000	0.000048	0.000000	0.000000	0.000000
OTU_603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.629751	0.000000	0.000000	0.497512	0.165837	0.000000	0.000000	0.000000	0.702537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_604	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		10.307277	0.000000	0.563380	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.190925	6.329343	2.464789	0.000000	0.000000	0.000000	0.489925	4.597948	1.150272	0.000000	1.043911	1.502254	0.469484	5.320188	0.000000	0.268277	0.502925
OTU_606	0.000000	0.000000	0.000000	0.000000	0.742574	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.495050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_607	0.000000	0.986375	0.000000	0.000000	0.000000	0.530885		0.491316	0.000000	0.000000	1.428431	0.579171	2.102796	3.037578	0.000000	0.000000	2.435766	0.000000	5.501452	4.148215	4.538988	0.245607	0.000000	0.000000	0.000000	0.000000	0.000000	0.600567	0.000000	0.000000	0.000000	0.000000	0.503724	0.000000	0.000000	1.000005	1.039532
OTU_608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104085	0.000000	0.000000	0.000000	0.234192	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058548	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_610	1.990050	0.000000	0.000000	0.572458	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	0.000000	0.000000	0.000000	0.513726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	2.519378	0.000000	0.000000	0.683527	0.574900	1.546711	2.847100	0.648527	2.138199	0.000000	0.497512	0.000000	0.000000	1.586567	0.548562
OTU_611	0.000000	0.000000	0.000007	0.000000	0.000024	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000045	0.000000	0.000000	0.000000	0.000000	0.000005	0.000000	0.000000	0.002196	0.000000	0.093677
OTU_612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_613	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.099325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.195240	0.000000
OTU_615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.495050
OTU_616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.713012	0.000000	0.000000	0.000000	0.000000	0.061342	0.426552	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_617	0.000000	1.505393	0.102992	0.740171	1.469616	4.893507		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.189308
OTU_618	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		2.333490	0.000000	2.711327	0.000000	0.000000	0.000000	0.000000	0.000000	0.556960	1.827876	0.000000	1.469054	0.000000	2.282030	0.657356	10.219752	0.495050	0.618812	0.683599	19.222921	15.172525	25.102277	9.869950	18.000198	16.882871	3.445955	12.018614	0.698891	7.451337	0.000000
OTU_619	0.000000	0.000000	0.000000	0.000000	0.248756	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.319829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.704214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.303893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_620	0.000000	0.493827	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.493827	0.000000	0.000000	0.000000
OTU_621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.236967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.947867	0.000000	0.000000	0.000000	0.000000	0.947867	0.236967	0.000000	0.236967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.134019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.492953	0.000000	0.000000	0.000000	0.000000
OTU_624	0.000000	0.000000	0.103487	0.000000	3.375204	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.574692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_626	0.310945	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.157509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118620	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.168830	0.000000	0.000000	0.000000	0.000000	0.678199	0.000000
OTU_628	0.497512	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.497512	0.497512	0.000000	0.000000	0.000000	1.902920	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.497512	0.000000	0.000000	0.000000	1.493483	0.995025	0.995025	0.497512	0.000000	2.051030	1.085483	0.000000	0.000000	0.000000	1.492537	0.000000
OTU_629	3.695269	1.053930	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.510985	0.578861	0.509368	0.000000	0.000000	0.000000	0.000000	0.507109	0.000000	0.807995	0.000000	0.000000	0.000000	0.000000	2.040970	0.516905	0.000000	0.000000	0.570731	0.000000	0.000000	0.000000	0.000000	0.536776	0.000000	0.000000
OTU_630	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_631	0.117371	0.000000	0.312989	0.000000	0.000000	0.234742		0.000000	0.000000	0.000000	0.117371	0.000000	0.000000	0.000000	0.000000	0.000000	4.506667	0.000000	1.430117	0.000000	1.177009	0.000000	0.000000	0.000000	0.000000	0.586854	0.000000	0.909624	0.469484	0.117371	2.112676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OTU_632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.003002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500706	0.000000	0.000000	0.000000	0.246914
